aircraft_model,company,date,discount,flight_airport_arrive,flight_airport_away,flight_number,flight_time_arrive,flight_time_away,flight_transfer,flight_type,on_time_rate,price,refund_fee,spider,status,url,version
波音 737-800(中型),南方航空,20190414173330,经济舱2.0折,天河国际机场T3,浦东国际机场T2,CZ6172,08:50,06:45,,,93%,¥330,退改¥99起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173330,经济舱2.0折,天河国际机场T3,浦东国际机场T2,CZ6172,08:50,06:45,,,93%,¥330,退改¥99起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173330,经济舱2.0折,天河国际机场T3,浦东国际机场T2,CZ6172,08:50,06:45,,,93%,¥330,退改¥33起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173330,经济舱5.3折,天河国际机场T3,浦东国际机场T2,CZ6172,08:50,06:45,,,93%,¥890,退改¥267起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173330,折扣明珠经济舱,天河国际机场T3,浦东国际机场T2,CZ6172,08:50,06:45,,,93%,¥1280,退改¥128起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173330,折扣公务舱,天河国际机场T3,浦东国际机场T2,CZ6172,08:50,06:45,,,93%,¥1030,退改¥103起,ctripspy,3张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173330,折扣公务舱,天河国际机场T3,浦东国际机场T2,CZ6172,08:50,06:45,,,93%,¥1030,退改¥103起,ctripspy,3张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173330,经济舱,天河国际机场T3,浦东国际机场T2,CZ6172,08:50,06:45,,,93%,¥1710,退改¥86起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173330,公务舱,天河国际机场T3,浦东国际机场T2,CZ6172,08:50,06:45,,,93%,¥4280,退改¥214起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A321(中型),吉祥航空,20190414173331,经济舱3.4折,天河国际机场T3,浦东国际机场T2,HO1073,10:05,07:55,,,-,¥580,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A321(中型),吉祥航空,20190414173331,经济舱2.4折,天河国际机场T3,浦东国际机场T2,HO1073,10:05,07:55,,,-,¥400,退改¥160起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A321(中型),吉祥航空,20190414173331,经济舱2.4折,天河国际机场T3,浦东国际机场T2,HO1073,10:05,07:55,,,-,¥400,退改¥160起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A321(中型),吉祥航空,20190414173331,经济舱2.3折,天河国际机场T3,浦东国际机场T2,HO1073,10:05,07:55,,,-,¥388,退改¥160起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A321(中型),吉祥航空,20190414173331,经济舱2.4折,天河国际机场T3,浦东国际机场T2,HO1073,10:05,07:55,,,-,¥400,退改¥160起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A321(中型),吉祥航空,20190414173331,超值公务舱4.5折,天河国际机场T3,浦东国际机场T2,HO1073,10:05,07:55,,,-,¥1150,退改¥58起,ctripspy,3张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A321(中型),吉祥航空,20190414173331,经济舱3.1折,天河国际机场T3,浦东国际机场T2,HO1073,10:05,07:55,,,-,¥530,退改¥212起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A321(中型),吉祥航空,20190414173331,经济舱全价,天河国际机场T3,浦东国际机场T2,HO1073,10:05,07:55,,,-,¥1710,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A321(中型),吉祥航空,20190414173331,公务舱全价,天河国际机场T3,浦东国际机场T2,HO1073,10:05,07:55,,,-,¥2570,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A319(中型),东方航空,20190414173331,经济舱2.1折,天河国际机场T3,浦东国际机场T1,MU5269,09:15,07:15,,,-,¥420,退改¥84起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A319(中型),东方航空,20190414173331,经济舱2.1折,天河国际机场T3,浦东国际机场T1,MU5269,09:15,07:15,,,-,¥420,退改¥84起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A319(中型),东方航空,20190414173331,经济舱2.1折,天河国际机场T3,浦东国际机场T1,MU5269,09:15,07:15,,,-,¥420,退改¥84起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A319(中型),东方航空,20190414173332,经济舱3.8折,天河国际机场T3,浦东国际机场T1,MU5269,09:15,07:15,,,-,¥770,退改¥154起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A319(中型),东方航空,20190414173332,经济舱2.1折,天河国际机场T3,浦东国际机场T1,MU5269,09:15,07:15,,,-,¥420,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A319(中型),东方航空,20190414173332,公务舱4.1折,天河国际机场T3,浦东国际机场T1,MU5269,09:15,07:15,,,-,¥1870,退改¥187起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A319(中型),东方航空,20190414173332,经济舱全价,天河国际机场T3,浦东国际机场T1,MU5269,09:15,07:15,,,-,¥2060,退改¥103起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
空中客车 A319(中型),东方航空,20190414173332,公务舱全价,天河国际机场T3,浦东国际机场T1,MU5269,09:15,07:15,,,-,¥4660,退改¥233起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173332,经济舱2.1折,天河国际机场T3,虹桥国际机场T2,MU2510,09:25,07:20,,,100%,¥420,退改¥84起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173332,经济舱2.1折,天河国际机场T3,虹桥国际机场T2,MU2510,09:25,07:20,,,100%,¥420,退改¥84起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173332,经济舱2.1折,天河国际机场T3,虹桥国际机场T2,MU2510,09:25,07:20,,,100%,¥420,退改¥84起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173332,经济舱3.8折,天河国际机场T3,虹桥国际机场T2,MU2510,09:25,07:20,,,100%,¥770,退改¥154起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173332,经济舱2.1折,天河国际机场T3,虹桥国际机场T2,MU2510,09:25,07:20,,,100%,¥420,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173332,公务舱4.1折,天河国际机场T3,虹桥国际机场T2,MU2510,09:25,07:20,,,100%,¥1870,退改¥187起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173333,经济舱全价,天河国际机场T3,虹桥国际机场T2,MU2510,09:25,07:20,,,100%,¥2060,退改¥103起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173333,公务舱全价,天河国际机场T3,虹桥国际机场T2,MU2510,09:25,07:20,,,100%,¥4660,退改¥233起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),吉祥航空,20190414173333,经济舱4.0折,天河国际机场T3,虹桥国际机场T2,"HO3623,共享",15:35,13:25,,,-,¥679,退改¥68起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173333,经济舱3.4折,天河国际机场T3,虹桥国际机场T2,MU2469,15:00,12:55,,,97%,¥680,退改¥136起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173333,经济舱3.4折,天河国际机场T3,虹桥国际机场T2,MU2469,15:00,12:55,,,97%,¥680,退改¥136起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173333,经济舱3.4折,天河国际机场T3,虹桥国际机场T2,MU2469,15:00,12:55,,,97%,¥680,退改¥136起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173333,经济舱3.8折,天河国际机场T3,虹桥国际机场T2,MU2469,15:00,12:55,,,97%,¥770,退改¥154起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173333,经济舱3.4折,天河国际机场T3,虹桥国际机场T2,MU2469,15:00,12:55,,,97%,¥680,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173333,公务舱4.1折,天河国际机场T3,虹桥国际机场T2,MU2469,15:00,12:55,,,97%,¥1870,退改¥187起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173333,经济舱全价,天河国际机场T3,虹桥国际机场T2,MU2469,15:00,12:55,,,97%,¥2060,退改¥103起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173333,公务舱全价,天河国际机场T3,虹桥国际机场T2,MU2469,15:00,12:55,,,97%,¥4660,退改¥233起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173334,经济舱3.4折,天河国际机场T3,虹桥国际机场T2,MU2508,15:35,13:25,,,87%,¥680,退改¥136起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173334,经济舱3.4折,天河国际机场T3,虹桥国际机场T2,MU2508,15:35,13:25,,,87%,¥680,退改¥136起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173334,经济舱3.4折,天河国际机场T3,虹桥国际机场T2,MU2508,15:35,13:25,,,87%,¥680,退改¥136起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173334,经济舱3.8折,天河国际机场T3,虹桥国际机场T2,MU2508,15:35,13:25,,,87%,¥770,退改¥154起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173334,经济舱3.4折,天河国际机场T3,虹桥国际机场T2,MU2508,15:35,13:25,,,87%,¥680,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173334,公务舱4.1折,天河国际机场T3,虹桥国际机场T2,MU2508,15:35,13:25,,,87%,¥1870,退改¥187起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173334,经济舱全价,天河国际机场T3,虹桥国际机场T2,MU2508,15:35,13:25,,,87%,¥2060,退改¥103起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173334,公务舱全价,天河国际机场T3,虹桥国际机场T2,MU2508,15:35,13:25,,,87%,¥4660,退改¥233起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173334,经济舱3.4折,天河国际机场T3,浦东国际机场T1,MU2534,16:10,14:05,,,93%,¥680,退改¥136起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173334,经济舱3.4折,天河国际机场T3,浦东国际机场T1,MU2534,16:10,14:05,,,93%,¥680,退改¥136起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173334,经济舱3.4折,天河国际机场T3,浦东国际机场T1,MU2534,16:10,14:05,,,93%,¥680,退改¥136起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173335,经济舱3.8折,天河国际机场T3,浦东国际机场T1,MU2534,16:10,14:05,,,93%,¥770,退改¥154起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173335,超级经济舱全价,天河国际机场T3,浦东国际机场T1,MU2534,16:10,14:05,,,93%,¥2060,退改¥103起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173335,经济舱3.4折,天河国际机场T3,浦东国际机场T1,MU2534,16:10,14:05,,,93%,¥680,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173335,超级经济舱全价,天河国际机场T3,浦东国际机场T1,MU2534,16:10,14:05,,,93%,¥2060,退改¥103起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173335,经济舱全价,天河国际机场T3,浦东国际机场T1,MU2534,16:10,14:05,,,93%,¥2060,退改¥103起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173335,经济舱3.4折,天河国际机场T3,浦东国际机场T1,MU2544,00:15,22:05,,,93%,¥680,退改¥68起,ctripspy,1张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173335,经济舱3.4折,天河国际机场T3,浦东国际机场T1,MU2544,00:15,22:05,,,93%,¥680,退改¥68起,ctripspy,1张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173335,经济舱3.4折,天河国际机场T3,浦东国际机场T1,MU2544,00:15,22:05,,,93%,¥680,退改¥68起,ctripspy,1张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173335,经济舱3.8折,天河国际机场T3,浦东国际机场T1,MU2544,00:15,22:05,,,93%,¥770,提前改签免费,ctripspy,1张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173335,经济舱3.7折,天河国际机场T3,浦东国际机场T1,MU2544,00:15,22:05,,,93%,¥760,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173335,公务舱4.1折,天河国际机场T3,浦东国际机场T1,MU2544,00:15,22:05,,,93%,¥1870,退改¥94起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173336,经济舱全价,天河国际机场T3,浦东国际机场T1,MU2544,00:15,22:05,,,93%,¥2060,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173336,公务舱全价,天河国际机场T3,浦东国际机场T1,MU2544,00:15,22:05,,,93%,¥4660,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173336,经济舱4.6折,天河国际机场T3,浦东国际机场T2,CZ6198,13:10,11:10,,,77%,¥770,退改¥231起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173336,经济舱4.6折,天河国际机场T3,浦东国际机场T2,CZ6198,13:10,11:10,,,77%,¥770,退改¥231起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173336,经济舱4.6折,天河国际机场T3,浦东国际机场T2,CZ6198,13:10,11:10,,,77%,¥770,退改¥231起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173336,经济舱5.3折,天河国际机场T3,浦东国际机场T2,CZ6198,13:10,11:10,,,77%,¥890,退改¥267起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173336,折扣明珠经济舱,天河国际机场T3,浦东国际机场T2,CZ6198,13:10,11:10,,,77%,¥1100,退改¥220起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173336,折扣公务舱,天河国际机场T3,浦东国际机场T2,CZ6198,13:10,11:10,,,77%,¥1750,退改¥175起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173336,经济舱,天河国际机场T3,浦东国际机场T2,CZ6198,13:10,11:10,,,77%,¥1710,退改¥86起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173337,折扣公务舱,天河国际机场T3,浦东国际机场T2,CZ6198,13:10,11:10,,,77%,¥1750,退改¥175起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173337,公务舱,天河国际机场T3,浦东国际机场T2,CZ6198,13:10,11:10,,,77%,¥4280,退改¥214起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173337,经济舱4.6折,天河国际机场T3,浦东国际机场T2,CZ3544,23:15,21:20,,,90%,¥770,退改¥77起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173337,经济舱4.6折,天河国际机场T3,浦东国际机场T2,CZ3544,23:15,21:20,,,90%,¥770,退改¥77起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173337,经济舱4.6折,天河国际机场T3,浦东国际机场T2,CZ3544,23:15,21:20,,,90%,¥770,退改¥77起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173337,经济舱5.3折,天河国际机场T3,浦东国际机场T2,CZ3544,23:15,21:20,,,90%,¥890,"提前改签免费,(携程提供)",ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173337,折扣明珠经济舱,天河国际机场T3,浦东国际机场T2,CZ3544,23:15,21:20,,,90%,¥1280,退改¥64起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173337,折扣公务舱,天河国际机场T3,浦东国际机场T2,CZ3544,23:15,21:20,,,90%,¥1200,退改¥60起,ctripspy,1张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173337,折扣公务舱,天河国际机场T3,浦东国际机场T2,CZ3544,23:15,21:20,,,90%,¥1200,退改¥60起,ctripspy,1张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173337,经济舱,天河国际机场T3,浦东国际机场T2,CZ3544,23:15,21:20,,,90%,¥1710,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173338,公务舱,天河国际机场T3,浦东国际机场T2,CZ3544,23:15,21:20,,,90%,¥4280,提前改签免费,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),吉祥航空,20190414173338,经济舱4.6折,天河国际机场T3,虹桥国际机场T2,"HO3627,共享",23:20,21:20,,,-,¥773,退改¥156起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173338,经济舱3.8折,天河国际机场T3,虹桥国际机场T2,MU2514,23:20,21:20,,,93%,¥780,退改¥78起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173338,经济舱3.8折,天河国际机场T3,虹桥国际机场T2,MU2514,23:20,21:20,,,93%,¥780,退改¥78起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173338,经济舱3.8折,天河国际机场T3,虹桥国际机场T2,MU2514,23:20,21:20,,,93%,¥780,退改¥78起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173338,经济舱4.3折,天河国际机场T3,虹桥国际机场T2,MU2514,23:20,21:20,,,93%,¥870,提前改签免费,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173338,经济舱3.7折,天河国际机场T3,虹桥国际机场T2,MU2514,23:20,21:20,,,93%,¥760,退改签,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173338,公务舱4.1折,天河国际机场T3,虹桥国际机场T2,MU2514,23:20,21:20,,,93%,¥1870,退改¥94起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173338,经济舱全价,天河国际机场T3,虹桥国际机场T2,MU2514,23:20,21:20,,,93%,¥2060,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173338,公务舱全价,天河国际机场T3,虹桥国际机场T2,MU2514,23:20,21:20,,,93%,¥4660,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173338,经济舱5.0折,天河国际机场T3,浦东国际机场T2,CZ3580,18:55,16:50,,,83%,¥840,退改¥252起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173338,经济舱5.0折,天河国际机场T3,浦东国际机场T2,CZ3580,18:55,16:50,,,83%,¥840,退改¥252起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173338,经济舱5.0折,天河国际机场T3,浦东国际机场T2,CZ3580,18:55,16:50,,,83%,¥840,退改¥252起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173339,经济舱5.8折,天河国际机场T3,浦东国际机场T2,CZ3580,18:55,16:50,,,83%,¥980,退改¥294起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173339,折扣明珠经济舱,天河国际机场T3,浦东国际机场T2,CZ3580,18:55,16:50,,,83%,¥1110,退改¥222起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173339,折扣公务舱,天河国际机场T3,浦东国际机场T2,CZ3580,18:55,16:50,,,83%,¥1750,退改¥175起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173339,经济舱,天河国际机场T3,浦东国际机场T2,CZ3580,18:55,16:50,,,83%,¥1710,退改¥86起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173339,折扣公务舱,天河国际机场T3,浦东国际机场T2,CZ3580,18:55,16:50,,,83%,¥1750,退改¥175起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173339,公务舱,天河国际机场T3,浦东国际机场T2,CZ3580,18:55,16:50,,,83%,¥4280,退改¥214起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173339,经济舱4.3折,天河国际机场T3,虹桥国际机场T2,MU2506,13:20,11:15,,,97%,¥870,退改¥174起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173339,经济舱4.3折,天河国际机场T3,虹桥国际机场T2,MU2506,13:20,11:15,,,97%,¥870,退改¥174起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173339,经济舱4.3折,天河国际机场T3,虹桥国际机场T2,MU2506,13:20,11:15,,,97%,¥870,退改¥174起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173339,经济舱4.7折,天河国际机场T3,虹桥国际机场T2,MU2506,13:20,11:15,,,97%,¥960,退改¥192起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
波音 737-900ER(中型),东方航空,20190414173339,经济舱4.2折,天河国际机场T3,虹桥国际机场T2,MU2506,13:20,11:15,,,97%,¥850,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/sha-wuh?date=2019-04-21,0.1
